"cheese","url","milk","country","region","family","type","fat_content","calcium_content","texture","rind","color","flavor","aroma","vegetarian","vegan","synonyms","alt_spellings","producers","lat","lon","xmin","ymin","xmax","ymax"
"Bossa","https://www.cheese.com/bossa/","sheep","United States","Missouri",NA,"semi-soft, artisan",NA,NA,"creamy, firm, spreadable","washed","cream","floral, meaty","stinky",TRUE,FALSE,NA,NA,"Green Dirt Farm",38.7604815,-92.5617875,-95.7741441,35.9957227,-89.098843,40.6136347
"Bosworth","https://www.cheese.com/bosworth/","goat","United Kingdom",NA,NA,"soft, artisan",NA,NA,"crumbly","mold ripened","white","mild, salty, sweet","goaty",NA,NA,"Bosworth Leaf, Bosworth Ash Log",NA,"Highfields Farm Dairy",54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Bothwell Black Truffle Cheddar","https://www.cheese.com/bothwell-black-truffle-cheddar/","cow","Canada","Manitoba","Cheddar","semi-hard",NA,NA,"firm","rindless","pale yellow","earthy, fruity","buttery, rich",NA,NA,NA,NA,"Bothwell Cheese Inc.",55.001251,-97.001038,-102.0075806,48.9988611,-88.9865273,59.9995106
"Bougon","https://www.cheese.com/bougon/","goat","France",NA,NA,"soft, artisan","50%",NA,"firm","bloomy","white","acidic","fresh",FALSE,FALSE,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Boulder Chevre","https://www.cheese.com/boulder-chevre/","goat","United States",NA,NA,"semi-soft, artisan",NA,NA,"creamy, crumbly, firm",NA,"white","citrusy, tangy","clean, fresh",TRUE,FALSE,NA,NA,"Haystack Mountain Creamery",39.7837304,-100.445882,-180,-14.7608358,180,71.5889534
"Boule Du Roves","https://www.cheese.com/boule-du-roves/","goat","France",NA,NA,"soft, artisan",NA,NA,"creamy","natural","white",NA,"fresh",FALSE,FALSE,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Boulette d'Avesnes","https://www.cheese.com/boulette-davesnes/","cow","France","Avesnes",NA,"fresh soft","45%",NA,"creamy, smooth","washed",NA,"spicy","stinky",TRUE,FALSE,NA,NA,NA,50.5495906,1.9721295,1.9496842,50.5401835,1.9765753,50.5623808
"Bouncing Berry","https://www.cheese.com/bouncing-berry/","cow","United Kingdom",NA,NA,"hard",NA,NA,"creamy","waxed","pale yellow","fruity",NA,NA,NA,NA,NA,NA,54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Bourdin Goat Log","https://www.cheese.com/bourdin-goat-log/","goat","France",NA,"Cottage","soft",NA,NA,"creamy, soft","rindless",NA,"creamy, tangy","fresh",NA,NA,"Bourdin Chevre, Chevre by Bourdin",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Boursault","https://www.cheese.com/boursault/","cow","France",NA,"Brie","soft, soft-ripened",NA,NA,"creamy, spreadable","bloomy",NA,"buttery",NA,NA,NA,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Boursin","https://www.cheese.com/boursin/","cow","France","Croisy-sur-Eure",NA,"soft, processed","60%",NA,"creamy, crumbly, spreadable","rindless","white","buttery, full-flavored, herbaceous, smooth","fresh, strong",TRUE,FALSE,"Gournay cheese",NA,"Boursin Bel UK Ltd",49.0291802,1.346505,1.3212106,49.0166436,1.3633727,49.0367224
"Bouyguette","https://www.cheese.com/bouyguette/","goat","France",NA,NA,"fresh soft",NA,NA,"creamy, crumbly, soft","edible","white","lemony, milky, smooth","floral, fresh, goaty, grassy",FALSE,FALSE,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Bouyssou","https://www.cheese.com/bouyssou/","cow","France","Aveyron",NA,"soft",NA,NA,NA,NA,NA,"fruity",NA,FALSE,FALSE,NA,NA,NA,44.3158574,2.5065697,1.8396578,43.6907435,3.4520493,44.9412011
"Boyne Valley Bán","https://www.cheese.com/boyne-valley-ban/","goat","Ireland",NA,NA,"hard",NA,NA,"creamy, crumbly","natural","ivory","earthy, full-flavored, garlicky, grassy, lemony, mushroomy, umami","barnyardy, buttery, earthy, goaty, musty",TRUE,FALSE,"Boyne Valley Ban",NA,"Boyne Valley Cheese",52.865196,-7.9794599,-11.0133788,51.222,-5.6582363,55.636
"Bra Duro DOP","https://www.cheese.com/bra/","cow","Italy","Piedmont",NA,"hard","35%",NA,"firm","natural","pale yellow","salty, savory",NA,FALSE,FALSE,"Bra Duro DOP",NA,NA,45.060735,7.923549,6.6272658,44.0597158,9.2142404,46.4642213
"Braudostur","https://www.cheese.com/braudostur/","cow","Iceland",NA,NA,"semi-hard","25%",NA,NA,NA,NA,"sweet","strong",FALSE,FALSE,NA,NA,NA,64.9841821,-18.1059013,-25.0135069,63.0859177,-12.8046162,67.353
"Breakfast Cheese","https://www.cheese.com/breakfast-cheese/","cow","United States","California",NA,"fresh firm, soft-ripened","7 g/100g","90 mg/100g","dense, firm","rindless","white","citrusy, tangy","fresh",TRUE,FALSE,"Petite Breakfast",NA,"Marin French Cheeese Co.",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Brebirousse d'Argental","https://www.cheese.com/brebirousse-dargental/","sheep","France",NA,"Brie","soft",NA,NA,"creamy, smooth","washed","orange","creamy, sweet","grassy, milky",TRUE,FALSE,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Brebis d'Azure","https://www.cheese.com/brebis-dazure/","sheep","Canada","Lombardy","Blue","semi-hard, artisan, blue-veined",NA,NA,"soft","natural","pale yellow","sharp","aromatic",NA,NA,NA,NA,"Fifth Town Artisan Cheese",44.8240917,-76.0922993,-76.1122993,44.8040917,-76.0722993,44.8440917
"Brebis d'Azure","https://www.cheese.com/brebis-dazure/","sheep","Italy","Lombardy","Blue","semi-hard, artisan, blue-veined",NA,NA,"soft","natural","pale yellow","sharp","aromatic",NA,NA,NA,NA,"Fifth Town Artisan Cheese",45.5703694,9.7732524,8.4978518,44.6799091,11.4276477,46.6353523
"Brebis du Lavort","https://www.cheese.com/brebis-du-lavort/","sheep","France","Auvergne",NA,"semi-hard, artisan",NA,"1050 mg/100g","creamy, open","natural","ivory","mild, nutty","earthy",FALSE,FALSE,NA,"Lavort, Guillaume de Lavort","Fromagerie De Terre Dieu",45.2968119,4.6604809,2.0629028,44.1151806,7.1859342,46.8041547
"Brebis du Puyfaucon","https://www.cheese.com/brebis-du-puyfaucon/","sheep","France","Haute Vienne",NA,"soft, artisan",NA,NA,"smooth","natural",NA,"sweet","grassy",FALSE,FALSE,NA,NA,NA,45.9190192,1.2031768,0.6293431,45.436593,1.9104056,46.4014538
"Bree","https://www.cheese.com/vegan-bree/","plant-based","United Kingdom",NA,NA,"soft",NA,NA,"creamy, soft-ripened","bloomy","white","buttery, earthy, mushroomy","earthy, mild",TRUE,TRUE,NA,NA,"Honestly Tasty",54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Brefu Bach","https://www.cheese.com/brefu-bach/","sheep","Wales",NA,NA,"soft",NA,NA,"soft",NA,"golden yellow",NA,NA,NA,NA,NA,NA,NA,52.2928116,-3.73893,-5.8077297,51.2290265,-2.6498626,53.635
"Bresse Bleu","https://www.cheese.com/bresse-bleu/","cow","France",NA,"Blue","soft, blue-veined",NA,NA,"creamy",NA,"white","creamy","milky, mushroom",FALSE,FALSE,"Bleu de Bresse",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Brewer's Gold","https://www.cheese.com/brewers-gold/","cow","Ireland","Stoneyford",NA,"semi-soft, artisan",NA,NA,"creamy","washed","pale yellow",NA,NA,TRUE,FALSE,NA,NA,"Knockdrinna Farmhouse Cheese",52.5362671,-7.2278963,-7.2478963,52.5162671,-7.2078963,52.5562671
"Brick","https://www.cheese.com/brick/","cow","United States","Wisconsin",NA,"semi-hard, smear-ripened",NA,NA,"open, smooth","washed","ivory","mild, nutty, sweet, tangy","pungent, rich",FALSE,FALSE,NA,NA,NA,44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Brick Lane Bree","https://www.cheese.com/vegan-brick-lane-bree-cheese/","plant-based","United Kingdom",NA,NA,"soft",NA,NA,"buttery, creamy, gooey, soft","mold ripened","cream","buttery, mild, mushroomy","buttery, mild, mushroom",TRUE,TRUE,NA,NA,"La Fauxmagerie",54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Bridgewater","https://www.cheese.com/bridgewater/","cow","United States","Ann Arbor, Michigan",NA,"soft, soft-ripened",NA,NA,"creamy, soft-ripened","bloomy","ivory","citrusy, mushroomy, piquant, spicy","mushroom, spicy",FALSE,FALSE,NA,NA,"Zingerman's Creamery",42.2813722,-83.7484616,-83.799572,42.222668,-83.675807,42.3238941
"Brie","https://www.cheese.com/brie/","cow","France",NA,"Brie","soft, artisan",NA,NA,"buttery, soft-ripened","bloomy","cream","mild","buttery, mild",FALSE,FALSE,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Brie au poivre (Brie with pepper)","https://www.cheese.com/brie-au-poivre-brie-with-pepper/","cow","France",NA,"Brie","soft, soft-ripened",NA,NA,"creamy","bloomy",NA,"creamy, spicy","spicy",NA,NA,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Brie Coco","https://www.cheese.com/brie-coco/","cow","Canada","Québec","Brie","soft, soft-ripened",NA,NA,"buttery, creamy, smooth, soft-ripened","bloomy","pale yellow","acidic, buttery, creamy, salty","mushroom, nutty",NA,NA,NA,NA,"La Maison Alexis de Portneuf Inc.",NA,NA,NA,NA,NA,NA
"Brie d'Alexis","https://www.cheese.com/brie-dalexis/","cow","Canada","Quebec","Brie","soft, soft-ripened",NA,NA,"buttery, creamy, supple","bloomy","cream","creamy, nutty","nutty",NA,NA,NA,NA,"La Maison Alexis de Portneuf Inc.",52.4760892,-71.8258668,-79.7628726,44.9913689,-57.1074889,62.5824988
"Brie de Meaux","https://www.cheese.com/brie-de-meaux/","cow","France","Ile de France","Brie","soft, artisan, soft-ripened",NA,NA,"creamy, smooth","bloomy","straw","milky","buttery, sweet",NA,NA,NA,NA,NA,48.6443057,2.7537863,1.4462445,48.1201456,3.5592208,49.241431
"Brie de Melun","https://www.cheese.com/brie-de-melun/","cow","France","Ile de France","Brie","semi-soft, soft-ripened","45%",NA,"firm","bloomy","yellow","salty, sharp, sour, strong","grassy, musty",NA,NA,"Brie Noir",NA,NA,48.6443057,2.7537863,1.4462445,48.1201456,3.5592208,49.241431
"Brie de Portneuf","https://www.cheese.com/brie-de-portneuf/","cow","Canada","Quebec","Brie","soft, soft-ripened",NA,NA,"buttery, creamy, supple","bloomy","cream","creamy","fruity",NA,NA,NA,NA,"La Maison Alexis de Portneuf Inc.",52.4760892,-71.8258668,-79.7628726,44.9913689,-57.1074889,62.5824988
"Brie de Portneuf Double Cream","https://www.cheese.com/brie-de-portneuf-double-cream/","cow","Canada","Quebec","Brie","soft, soft-ripened",NA,NA,"buttery, creamy, supple","bloomy","cream","creamy","nutty",NA,NA,NA,NA,"La Maison Alexis de Portneuf Inc.",52.4760892,-71.8258668,-79.7628726,44.9913689,-57.1074889,62.5824988
"Brightwell Ash","https://www.cheese.com/brightwell-ash/","goat","United Kingdom","South East England",NA,"semi-firm, artisan",NA,NA,"smooth","ash coated","pale white","citrusy, nutty, tangy","mild",TRUE,FALSE,NA,NA,NA,51.4511524,-0.9935674,-1.9572806,50.5746776,1.4517689,52.1963233
"Brillat-Savarin","https://www.cheese.com/brillat-savarin/","cow","France","Ile de France",NA,"soft, artisan","75%",NA,"creamy, dense","mold ripened","white","buttery, nutty, sour","milky",FALSE,FALSE,NA,NA,NA,48.6443057,2.7537863,1.4462445,48.1201456,3.5592208,49.241431
"Brillo di Treviso","https://www.cheese.com/brillo-di-treviso/","cow","Italy","Veneto",NA,"soft",NA,NA,"compact","natural","ivory","fruity, tangy","aromatic, subtle",FALSE,FALSE,NA,NA,"La Casearia Carpenedo S.r.l.",45.6476663,11.8665254,10.6231032,44.7924256,13.1021703,46.6806148
"Brimstone","https://www.cheese.com/brimstone/","cow","United States","Missouri","Gouda","semi-hard, artisan",NA,NA,"crumbly","rindless","pale yellow","smooth, spicy","spicy",TRUE,FALSE,NA,NA,"Heartland Creamery",38.7604815,-92.5617875,-95.7741441,35.9957227,-89.098843,40.6136347
"Brin","https://www.cheese.com/brin/","cow","France","Rhone-Alps",NA,"semi-soft, artisan","40%",NA,"creamy, spreadable","washed","golden orange","buttery, sweet","aromatic, nutty, yeasty",TRUE,FALSE,NA,NA,"Fromagerie GUILLOTEAU",45.2968119,4.6604809,2.0629028,44.1151806,7.1859342,46.8041547
"Brin d'Amour","https://www.cheese.com/brin-damour/","sheep","France",NA,NA,"semi-soft, artisan",NA,NA,"creamy, firm",NA,"white","citrusy, mild","herbal",NA,NA,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Brinza - Feta style","https://www.cheese.com/brinza---feta-style/","sheep","New Zealand","Queenstown","Feta","soft, brined",NA,NA,"creamy, crumbly, open","natural","white","citrusy, salty, sweet, tangy",NA,FALSE,FALSE,"Briza Feta",NA,"The Gibbston Valley Cheese Company",-45.0321923,168.661,168.621,-45.0721923,168.701,-44.9921923
"Briquette de Brebis","https://www.cheese.com/briquette-de-brebis/","sheep","France","Averyon",NA,"soft",NA,NA,"creamy","natural","white","nutty","nutty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briquette du Forez","https://www.cheese.com/briquette-du-forez/","cow, goat","France","Auvergne","Brie","soft, soft-ripened",NA,NA,"creamy","natural","white","smooth","goaty, pleasant",FALSE,FALSE,NA,NA,NA,45.2968119,4.6604809,2.0629028,44.1151806,7.1859342,46.8041547
"Briscola","https://www.cheese.com/briscola/","cow","Italy","Veneto",NA,"semi-hard",NA,NA,"firm, open","natural","ivory","fruity, savory, spicy, strong","milky, pleasant, spicy",FALSE,FALSE,NA,NA,"La Casearia Carpenedo S.r.l.",45.6476663,11.8665254,10.6231032,44.7924256,13.1021703,46.6806148
"Brise du Matin","https://www.cheese.com/brise-du-matin/","cow","Canada","Quebec","Brie","soft, soft-ripened","30%",NA,"buttery, creamy, runny, soft, soft-ripened","bloomy","cream","buttery, mushroomy, nutty, pronounced","fresh",NA,NA,"Légère Brise du Matin",NA,"La Maison Alexis de Portneuf Inc.",52.4760892,-71.8258668,-79.7628726,44.9913689,-57.1074889,62.5824988
"Brixton Blue","https://www.cheese.com/vegan-brixton-blue-cheese/","plant-based","United Kingdom",NA,NA,"semi-firm",NA,NA,"creamy, semi firm, soft-ripened","mold ripened","blue","creamy, full-flavored, piquant, tangy, umami","earthy, fermented, pungent, strong",TRUE,TRUE,NA,NA,"La Fauxmagerie",54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Brocciu","https://www.cheese.com/brocciu/","goat, sheep","France","Corsica","Cottage","fresh soft, whey","40-50%",NA,"creamy, crumbly, smooth","rindless","white","milky, sweet","sweet",NA,NA,"Brocciu AOC, Brocciu AOP",NA,NA,42.1880896,9.0684138,8.534717,41.333191,9.5600125,43.0277079
"Broncha","https://www.cheese.com/broncha/","cow, goat","United States","California",NA,"semi-hard, artisan",NA,NA,"creamy","mold ripened","straw","creamy, mild",NA,FALSE,FALSE,NA,NA,"Achadinha Cheese Company",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Brousse du Rove","https://www.cheese.com/brousse-du-rove/","cow, goat, sheep","France","Bas-Languedoc, Comtat Venaissin",NA,"soft, artisan",NA,NA,"creamy",NA,"white","mild, sweet","milky",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown’s Gulch","https://www.cheese.com/browns-gulch/","goat","United States","Oregon","Parmesan","hard, artisan",NA,NA,"crumbly","natural","pale yellow","herbaceous, salty, sharp","strong",FALSE,FALSE,NA,NA,"Pholia Farm",43.9792797,-120.737257,-124.703541,41.991794,-116.4631465,46.2923948
"Bruder Basil","https://www.cheese.com/bruder-basil/","cow","Germany","Bavaria",NA,"semi-soft, artisan","45%",NA,"creamy, open, smooth","washed","pale yellow","mild, savory, smokey","rich, smokey",FALSE,FALSE,NA,NA,"Bergader Private Cheese Dairy",48.9467562,11.4038717,8.9763654,47.2701114,13.8396495,50.5647142
"Brunost","https://www.cheese.com/brunost/","cow, goat","Denmark",NA,NA,"semi-soft, whey","27 g/100g","360 mg/100g","dense","natural","brown","caramel, sweet",NA,NA,NA,"mysost, mesost, meesjuusto, mysuostur, myseost, Braunkäse, geitost, Ekte Geitost, Gudbrandsdalsost",NA,NA,55.670249,10.3333283,7.7153255,54.4516667,15.5530641,57.9524297
"Brunost","https://www.cheese.com/brunost/","cow, goat","Finland",NA,NA,"semi-soft, whey","27 g/100g","360 mg/100g","dense","natural","brown","caramel, sweet",NA,NA,NA,"mysost, mesost, meesjuusto, mysuostur, myseost, Braunkäse, geitost, Ekte Geitost, Gudbrandsdalsost",NA,NA,63.2467777,25.9209164,19.0832,59.4541578,31.5867071,70.092293
"Brunost","https://www.cheese.com/brunost/","cow, goat","Germany",NA,NA,"semi-soft, whey","27 g/100g","360 mg/100g","dense","natural","brown","caramel, sweet",NA,NA,NA,"mysost, mesost, meesjuusto, mysuostur, myseost, Braunkäse, geitost, Ekte Geitost, Gudbrandsdalsost",NA,NA,51.1638175,10.4478313,5.8663153,47.2701114,15.0419309,55.099161
"Brunost","https://www.cheese.com/brunost/","cow, goat","Iceland",NA,NA,"semi-soft, whey","27 g/100g","360 mg/100g","dense","natural","brown","caramel, sweet",NA,NA,NA,"mysost, mesost, meesjuusto, mysuostur, myseost, Braunkäse, geitost, Ekte Geitost, Gudbrandsdalsost",NA,NA,64.9841821,-18.1059013,-25.0135069,63.0859177,-12.8046162,67.353
"Brunost","https://www.cheese.com/brunost/","cow, goat","Norway",NA,NA,"semi-soft, whey","27 g/100g","360 mg/100g","dense","natural","brown","caramel, sweet",NA,NA,NA,"mysost, mesost, meesjuusto, mysuostur, myseost, Braunkäse, geitost, Ekte Geitost, Gudbrandsdalsost",NA,NA,64.5731537,11.5280364,4.0875274,57.7590052,31.7615929,71.3848787
"Brunost","https://www.cheese.com/brunost/","cow, goat","Sweden",NA,NA,"semi-soft, whey","27 g/100g","360 mg/100g","dense","natural","brown","caramel, sweet",NA,NA,NA,"mysost, mesost, meesjuusto, mysuostur, myseost, Braunkäse, geitost, Ekte Geitost, Gudbrandsdalsost",NA,NA,59.6749712,14.5208584,10.5935025,55.1370957,24.1776819,69.0599735
"Brusselae Kaas (Fromage de Bruxelles)","https://www.cheese.com/brusselae-kaas-fromage-de-bruxelles/","cow","Belgium",NA,NA,"soft, artisan",NA,NA,"smooth","washed","pale yellow","salty, sharp","strong",FALSE,FALSE,NA,NA,NA,50.6402809,4.6667145,2.3889137,49.4969821,6.408097,51.550781
"Brutal Blue","https://www.cheese.com/brutal-blue/","cow","United States","Oregon","Blue","semi-soft, artisan",NA,NA,"creamy",NA,"cream","creamy, spicy, strong, woody","strong",TRUE,FALSE,NA,NA,"Rogue Creamery",43.9792797,-120.737257,-124.703541,41.991794,-116.4631465,46.2923948
"Bryndza","https://www.cheese.com/bryndza/","sheep","Hungary",NA,NA,"soft, artisan",NA,NA,"spreadable","rindless","white","mild, salty",NA,NA,NA,"Slovenská bryndza, Bryndza Podhalańska, Liptauer, Brinza, brynza","ovčia bryndza, Slovenska bryndza, Bryndza Podhalanska",NA,47.1817585,19.5060937,16.1138866,45.737128,22.8977094,48.585257
"Bryndza","https://www.cheese.com/bryndza/","sheep","Poland",NA,NA,"soft, artisan",NA,NA,"spreadable","rindless","white","mild, salty",NA,NA,NA,"Slovenská bryndza, Bryndza Podhalańska, Liptauer, Brinza, brynza","ovčia bryndza, Slovenska bryndza, Bryndza Podhalanska",NA,52.215933,19.134422,14.0696389,49.0020468,24.145783,55.03605
"Bryndza","https://www.cheese.com/bryndza/","sheep","Slovakia",NA,NA,"soft, artisan",NA,NA,"spreadable","rindless","white","mild, salty",NA,NA,NA,"Slovenská bryndza, Bryndza Podhalańska, Liptauer, Brinza, brynza","ovčia bryndza, Slovenska bryndza, Bryndza Podhalanska",NA,48.7411522,19.4528646,16.8331891,47.7311798,22.5657103,49.6138162
"Brânză de Burduf","https://www.cheese.com/branza-de-burduf/","sheep","Romania","Romanian Carpathians",NA,"soft, artisan",NA,NA,NA,"natural","white","salty, spicy","woody",FALSE,FALSE,"Brinza (Burduf Brinza), Brânză frământată",NA,NA,46.4046483,22.9894842,21.3550625,44.4744779,23.9392035,47.3046146
"Buche de Chevre","https://www.cheese.com/buche-de-chevre/","goat","France",NA,NA,"soft, soft-ripened",NA,NA,"creamy",NA,"white","sweet",NA,NA,NA,"Bûche de chèvre, Buche de chèvre",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Bucheret","https://www.cheese.com/bucheret/","goat","United States","California","Brie","soft, artisan, soft-ripened","10%",NA,"buttery, chalky, dense, smooth, soft-ripened","bloomy","white","buttery, mushroomy, nutty, tangy","rich",TRUE,FALSE,NA,NA,"Redwood Hill Farm & Creamery",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Buchette d'Anjou","https://www.cheese.com/buchette-danjou/","goat","France","Loire",NA,"soft","45%",NA,"firm, grainy","artificial","ivory","acidic, citrusy","aromatic",FALSE,FALSE,NA,NA,"Various",45.7538536,4.0454737,3.6884431,45.2310638,4.7607591,46.2765323
